Type,Sample,[4]Acanthosomatidae,[4]Achilidae,[4]Acrididae,[4]Adelgidae,[4]Aleyrodidae,[4]Amphipsocidae,[4]Anisolabididae,[4]Anthocoridae,[4]Anthomyiidae,[4]Aphididae,[4]Aphrophoridae,[4]Apidae,[4]Asilidae,[4]Baetidae,[4]Bibionidae,[4]Blaberidae,[4]Blattidae,[4]Bothrideridae,[4]Braconidae,[4]Brentidae,[4]Buprestidae,[4]Caeciliusidae,[4]Calopsocidae,[4]Carabidae,[4]Cecidomyiidae,[4]Cerambycidae,[4]Ceratopogonidae,[4]Cercopidae,[4]Chrysomelidae,[4]Chrysopidae,[4]Cicadellidae,[4]Cicadidae,[4]Cixiidae,[4]Coccinellidae,[4]Corduliidae,[4]Coreidae,[4]Corydalidae,[4]Crambidae,[4]Cryptocercidae,[4]Cryptophagidae,[4]Culicidae,[4]Curculionidae,[4]Cydnidae,[4]Dascillidae,[4]Dasydemellidae,[4]Delphacidae,[4]Demodicidae,[4]Derbidae,[4]Diapheromeridae,[4]Dictyopharidae,[4]Dolichopodidae,[4]Drosophilidae,[4]Dytiscidae,[4]Ectobiidae,[4]Ectopsocidae,[4]Elachistidae,[4]Elateridae,[4]Elmidae,[4]Empididae,[4]Enchytraeidae,[4]Endomychidae,[4]Enicocephalidae,[4]Entomobryidae,[4]Ephemerellidae,[4]Erebidae,[4]Eriophyidae,[4]Erotylidae,[4]Fanniidae,[4]Figitidae,[4]Flatidae,[4]Forficulidae,[4]Formicidae,[4]Gelechiidae,[4]Geometridae,[4]Gryllidae,[4]Hepialidae,[4]Heptageniidae,[4]Hormogastridae,[4]Hyblaeidae,[4]Hydraenidae,[4]Hydrophilidae,[4]Hypogastruridae,[4]Ichneumonidae,[4]Issidae,[4]Katiannidae,[4]Lachnidae,[4]Lampyridae,[4]Latridiidae,[4]Lauxaniidae,[4]Leiodidae,[4]Limoniidae,[4]Linyphiidae,[4]Liposcelidae,[4]Liviidae,[4]Lycaenidae,[4]Lycidae,[4]Lymantriidae,[4]Machaerotidae,[4]Megascolecidae,[4]Melyridae,[4]Membracidae,[4]Miridae,[4]Mycetophilidae,[4]0bidae,[4]0ididae,[4]0nnochoristidae,[4]Nemouridae,[4]Nitidulidae,[4]Noctuidae,[4]Nolidae,[4]Notodontidae,[4]Nymphalidae,[4]Osmylidae,[4]Papilionidae,[4]Paronellidae,[4]Pediciidae,[4]Pergidae,[4]Peripsocidae,[4]Perlidae,[4]Phasmatidae,[4]Phengodidae,[4]Phlaeothripidae,[4]Phoridae,[4]Phymatidae,[4]Pisauridae,[4]Plectonemertidae,[4]Pseudocaeciliidae,[4]Psocidae,[4]Psyllidae,[4]Pteromalidae,[4]Pyralidae,[4]Reduviidae,[4]Rhagionidae,[4]Rhaphidophoridae,[4]Rhinotermitidae,[4]Rhyparochromidae,[4]Ricaniidae,[4]Salpingidae,[4]Saturniidae,[4]Scarabaeidae,[4]Scathophagidae,[4]Sciaridae,[4]Sciomyzidae,[4]Sclerosomatidae,[4]Scolopendridae,[4]Seiridae,[4]Silphidae,[4]Simuliidae,[4]Sphingidae,[4]Staphylinidae,[4]Stenopsocidae,[4]Stratiomyidae,[4]Tabanidae,[4]Tachinidae,[4]Tenebrionidae,[4]Tenthredinidae,[4]Tephritidae,[4]Termitidae,[4]Tetrigidae,[4]Tettigoniidae,[4]Therevidae,[4]Thomisidae,[4]Thripidae,[4]Tingidae,[4]Tipulidae,[4]Tomoceridae,[4]Tortricidae,[4]Triozidae,[4]Troctopsocidae,[4]Tryonicidae,[4]Urostylididae,[4]Veliidae,[4]Vespidae,[4]Yponomeutidae,[4]Zygaenidae,Caliscelidae,Diodora,Fissurelidae,Iguania
Chapramari,Z52465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,40745,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapramari,A264064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1745,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapramari,Z52583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0
Chapramari,A264061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapramari,Z52577,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
Chapramari,Z52584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7586,0,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chapramari,A264065,0,0,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,914,29,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575,49,0,8,0,70,0,0,0,0,0,0,0,0,0,0,10379,0,0,0,0,0,0,0,0,0,0,51,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4248,0,0,0,10,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhote,StaRuf,0,15,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933,0,0,0,0,0,0,52,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,10,0,0,0,0,60,0,0,0,0,0,0,648,0,0,4,0,0,12,0,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhote,Z52456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,17,0,0,0
Bhote,Z52592,3,0,0,0,0,0,0,0,0,0,0,35,8,0,0,0,0,0,0,0,8,0,0,0,0,399,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,8,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhote,Z52458,0,129,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6676,0,0,0,0,0,0,0,0,143,0,31,0,0,28,0,0,0,0,0,155,0,0,11,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,89,0,0,0,35,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,11,0,0,5,0,0,14,0,0,0,0,5,0,0,0,0,32575,0,17,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,68,0,0,0,0,0,0,0,0,0,0,268,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,7,0,0,0,0,0
Bhote,Z52594,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,133,0,0,0,16,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhote,Z52459,0,0,0,0,0,23,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,31,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,65,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,80,0,0,9,0,0,0,0,0,0,0,324,224,7,0,7,0,0,0,0,0,0,0,0,0,0,2,222,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,23,0,0,0,0,0,5,0,0,0,0,3,0,0,0,38,0,0,0,173
Bhote,Z52596,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bhote,Z52462,0,0,0,0,0,8,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3464,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,2,0,0,0,0,452,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2381,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,26,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0
Bhote,A264073,0,0,0,0,0,5,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,166,0,0,0,0,4,0,27,3,0,0,0,0,3075,0,0,0,0,0,0,0,0,0,0,0,0,36,0,892,0,0,0,0,0,0,0,0,0,0,0,0,0,2,275,0,0,0,0
